yourlist:M201512109A0638DP3L	Entry
ENSG00000122203	D6RF63
ENSG00000122203	E9PKI5
ENSG00000122203	Q96A73
ENSG00000122218	P53621
ENSG00000122257	A0A087WY32
ENSG00000122257	H3BSK8
ENSG00000122257	H3BUN0
ENSG00000122257	I3L3Y2
ENSG00000122257	Q7Z6E9
ENSG00000122299	I3L1Y3
ENSG00000122299	I3L282
ENSG00000122299	I3L2K5
ENSG00000122299	I3L2N8
ENSG00000122299	I3L323
ENSG00000122299	I3L382
ENSG00000122299	I3L3F9
ENSG00000122299	I3L3S2
ENSG00000122299	Q8IWR0
ENSG00000122335	Q5JVM6
ENSG00000122335	Q96JX3
ENSG00000122335	U3KQE4
ENSG00000122335	U3KQG3
ENSG00000122359	H0Y6E1
ENSG00000122359	P50995
ENSG00000122359	Q5T0G7
ENSG00000122376	Q86V20
ENSG00000122376	U3KQ89
ENSG00000122386	C9JEY6
ENSG00000122386	C9JS60
ENSG00000122386	I3L417
ENSG00000122386	O95201
ENSG00000122390	A0A087WZ48
ENSG00000122390	I3L115
ENSG00000122390	I3L153
ENSG00000122390	I3L1B9
ENSG00000122390	I3L1L7
ENSG00000122390	I3L1T4
ENSG00000122390	I3L1X5
ENSG00000122390	I3L205
ENSG00000122390	I3L2B4
ENSG00000122390	I3L2K7
ENSG00000122390	I3L2M6
ENSG00000122390	I3L4Q3
ENSG00000122390	I3L4Q5
ENSG00000122390	I3L4T5
ENSG00000122390	Q9H7X0
ENSG00000122406	P46777
ENSG00000122406	Q5T7N0
ENSG00000122406	R4GNJ2
ENSG00000122417	B5ME44
ENSG00000122417	E9PJZ1
ENSG00000122417	E9PMV9
ENSG00000122417	E9PNP0
ENSG00000122417	H0YCM1
ENSG00000122417	H0YD68
ENSG00000122417	H0YF19
ENSG00000122417	Q9ULJ1
ENSG00000122435	Q5VVK9
ENSG00000122435	Q5VVL2
ENSG00000122435	Q9NUP7
ENSG00000122477	Q96DD0
ENSG00000122482	A0A087WZL9
ENSG00000122482	Q9H582
ENSG00000122483	E9PFB9
ENSG00000122483	H0YCD6
ENSG00000122483	H0YDP2
ENSG00000122483	H7C0C9
ENSG00000122483	J3KP97
ENSG00000122483	Q5T9S2
ENSG00000122483	Q5T9S5
ENSG00000122484	Q8IXW5
ENSG00000122490	K7EMG2
ENSG00000122490	K7EQ76
ENSG00000122490	K7ERD3
ENSG00000122490	K7ERV4
ENSG00000122490	Q8N2U9
ENSG00000122490	X6R488
ENSG00000122512	C9J167
ENSG00000122512	P54278
ENSG00000122515	A0A087X127
ENSG00000122515	C9JDA5
ENSG00000122515	E7EWM3
ENSG00000122515	F8WC48
ENSG00000122515	Q8NF64
ENSG00000122545	E7EPK1
ENSG00000122545	E7ES33
ENSG00000122545	G3V1Q4
ENSG00000122545	H0Y3Y4
ENSG00000122545	Q16181
ENSG00000122545	Q5JXL7
ENSG00000122550	E5RFN1
ENSG00000122550	H7C259
ENSG00000122550	Q8IXQ5
ENSG00000122565	B8ZZ43
ENSG00000122565	C9JMM0
ENSG00000122565	Q13185
ENSG00000122565	S4R2Y4
ENSG00000122566	A0A087WUI2
ENSG00000122566	P22626
ENSG00000122585	P01303
ENSG00000122591	B8ZZA2
ENSG00000122591	B8ZZJ1
ENSG00000122591	H7C0W7
ENSG00000122591	Q9BYI3
ENSG00000122642	C9J4P8
ENSG00000122642	O95302
ENSG00000122643	B9A035
ENSG00000122643	C9K084
ENSG00000122643	F8WDR0
ENSG00000122643	Q9H0P0
ENSG00000122643	X6RM59
ENSG00000122678	C9J222
ENSG00000122678	C9JF34
ENSG00000122678	F8WB78
ENSG00000122678	F8WDE4
ENSG00000122678	F8WEJ1
ENSG00000122678	H7C2M2
ENSG00000122678	Q6PIY2
ENSG00000122678	Q9H980
ENSG00000122678	Q9NP87
ENSG00000122687	E9PGN6
ENSG00000122687	Q9UI43
ENSG00000122692	Q2TAY7
ENSG00000122694	A0A087WUM5
ENSG00000122694	A0A088AWP7
ENSG00000122694	Q5VZR0
ENSG00000122694	Q9H4G4
ENSG00000122705	C9J8P9
ENSG00000122705	F8WF69
ENSG00000122705	P09496
ENSG00000122705	S4R3F6
ENSG00000122711	O60575
ENSG00000122711	Q5VZE7
ENSG00000122729	P21399
ENSG00000122735	A0A087WWV9
ENSG00000122735	H0Y6V0
ENSG00000122735	H0YDT9
ENSG00000122735	Q5T8G8
ENSG00000122735	Q9UI46
ENSG00000122741	A0A0A0MQT4
ENSG00000122741	Q5QP82
ENSG00000122778	Q9HCM3
ENSG00000122779	A0A087X1V3
ENSG00000122779	O15164
ENSG00000122783	A0A087WWQ8
ENSG00000122783	C9JKC7
ENSG00000122783	Q9BWK5
ENSG00000122786	C9J813
ENSG00000122786	C9JE79
ENSG00000122786	C9JEK3
ENSG00000122786	E7EX44
ENSG00000122786	E9PGZ1
ENSG00000122786	F8WE61
ENSG00000122786	Q05682
ENSG00000122861	E7ET40
ENSG00000122861	P00749
ENSG00000122861	S4R3G7
ENSG00000122863	Q7LGC8
ENSG00000122870	A6NGY7
ENSG00000122870	Q9H694
ENSG00000122882	C9J316
ENSG00000122882	C9JGV1
ENSG00000122882	F2Z2R1
ENSG00000122882	O95905
ENSG00000122882	S4R458
ENSG00000122884	P13674
ENSG00000122958	O75436
ENSG00000122958	S4R2Y3
ENSG00000122958	S4R3Q6
ENSG00000122965	H0YIL2
ENSG00000122965	Q9Y4C8
ENSG00000122970	F8W1J4
ENSG00000122970	H0YHE2
ENSG00000122970	H0YIR4
ENSG00000122970	Q8WYA0
ENSG00000122971	E9PE82
ENSG00000122971	P16219
ENSG00000123066	F8VRB8
ENSG00000123066	H0YHC1
ENSG00000123066	H0YIQ7
ENSG00000123066	H0YIQ9
ENSG00000123066	Q71F56
ENSG00000123080	P42773
ENSG00000123091	Q9Y3C5
ENSG00000123094	F5GYP8
ENSG00000123094	F5H0S5
ENSG00000123094	F5H343
ENSG00000123094	F5H7J1
ENSG00000123094	F5H8B9
ENSG00000123094	F5H8C5
ENSG00000123094	H0YG85
ENSG00000123094	Q6IB99
ENSG00000123094	Q8NHQ8
ENSG00000123106	A0A0A0MTK0
ENSG00000123106	A0A0A0MTP0
ENSG00000123106	F5GWB1
ENSG00000123106	F5GWR1
ENSG00000123106	F5GXK6
ENSG00000123106	F5GZH9
ENSG00000123106	F5H3Z8
ENSG00000123106	F5H4N8
ENSG00000123106	H0YFR6
ENSG00000123106	H0YGB4
ENSG00000123106	H0YGN9
ENSG00000123106	H0YH48
ENSG00000123106	H0YH50
ENSG00000123106	Q7Z6B0
ENSG00000123119	Q8N987
ENSG00000123124	H0YBA4
ENSG00000123124	H0YBS9
ENSG00000123124	Q9H0M0
ENSG00000123130	C9J7L8
ENSG00000123130	F8WDI2
ENSG00000123130	H7C5Q2
ENSG00000123130	Q9Y305
ENSG00000123131	A6NG45
ENSG00000123131	A6NJJ0
ENSG00000123131	H7C3T4
ENSG00000123131	Q13162
ENSG00000123143	K7EKY9
ENSG00000123143	K7EL10
ENSG00000123143	K7EM57
ENSG00000123143	K7EN76
ENSG00000123143	K7EPK3
ENSG00000123143	K7ES10
ENSG00000123143	Q16512
ENSG00000123146	K7EKV5
ENSG00000123146	K7EPE8
ENSG00000123146	K7EPP8
ENSG00000123146	P48960
ENSG00000123154	F8VSE4
ENSG00000123154	G3V221
ENSG00000123154	H0YIE8
ENSG00000123154	H7C0S9
ENSG00000123154	Q9BRX9
ENSG00000123178	Q5W111
ENSG00000123179	A0A0A0MRV2
ENSG00000123179	Q9BY08
ENSG00000123200	A0A087WX14
ENSG00000123200	Q5T200
ENSG00000123200	Q5T9K0
ENSG00000123213	D6R9Y0
ENSG00000123213	E9PCB6
ENSG00000123213	H0YAF7
ENSG00000123213	H0YAK4
ENSG00000123213	Q9BYT8
ENSG00000123240	A0A087WY28
ENSG00000123240	A0A087X2G2
ENSG00000123240	H7C1H4
ENSG00000123240	Q96CV9
ENSG00000123240	X6RKL2
ENSG00000123268	F8VRN2
ENSG00000123268	F8VS03
ENSG00000123268	F8VYE5
ENSG00000123268	F8VYN3
ENSG00000123268	P18846
ENSG00000123297	C9JG32
ENSG00000123297	C9JT21
ENSG00000123297	F8VPA7
ENSG00000123297	F8VS27
ENSG00000123297	F8WCK2
ENSG00000123297	P43897
ENSG00000123349	F8VNW6
ENSG00000123349	F8VQZ2
ENSG00000123349	H3BMQ1
ENSG00000123349	H3BPF6
ENSG00000123349	Q99471
ENSG00000123352	A0A0G2JL06
ENSG00000123352	A0A0G2JL58
ENSG00000123352	F8VRH4
ENSG00000123352	F8VS10
ENSG00000123352	F8VVF0
ENSG00000123352	F8VX46
ENSG00000123352	F8VX66
ENSG00000123352	F8VXB3
ENSG00000123352	F8VXP9
ENSG00000123352	F8VZS5
ENSG00000123352	F8W128
ENSG00000123352	F8W1X1
ENSG00000123352	Q86XZ4
ENSG00000123358	F5GXF0
ENSG00000123358	F8VVX9
ENSG00000123358	H3BPN8
ENSG00000123358	H3BQG5
ENSG00000123358	H3BSB9
ENSG00000123358	H3BSM8
ENSG00000123358	H3BT85
ENSG00000123358	P22736
ENSG00000123384	H0YJ88
ENSG00000123384	H0YJI8
ENSG00000123384	Q07954
ENSG00000123384	Q6PJ72
ENSG00000123384	Q7Z7K9
ENSG00000123388	J3KMZ0
ENSG00000123388	O43248
ENSG00000123405	F8W1N9
ENSG00000123405	Q16621
ENSG00000123415	D6RA25
ENSG00000123415	D6RA78
ENSG00000123415	D6RAI1
ENSG00000123415	D6RAS0
ENSG00000123415	D6RD88
ENSG00000123415	D6RI04
ENSG00000123415	D6RIA4
ENSG00000123415	H0YA95
ENSG00000123415	Q53HV7
ENSG00000123427	A0A0G2JSD2
ENSG00000123427	F8VZI8
ENSG00000123427	F8W226
ENSG00000123427	Q96AZ1
ENSG00000123444	A0A075B6T4
ENSG00000123444	E9PJ66
ENSG00000123444	E9PJY1
ENSG00000123444	E9PL18
ENSG00000123444	E9PM58
ENSG00000123444	E9PQ38
ENSG00000123444	E9PSA4
ENSG00000123444	Q9NVX7
ENSG00000123453	A0A087X242
ENSG00000123453	A0A0A0MT55
ENSG00000123453	Q5SYU9
ENSG00000123453	Q5SYV1
ENSG00000123453	Q5SYV2
ENSG00000123453	Q9UL10
ENSG00000123453	Q9UL12
ENSG00000123472	A8MRA7
ENSG00000123472	E9PPX6
ENSG00000123472	H0YCA6
ENSG00000123472	H0YD21
ENSG00000123472	H0YDD6
ENSG00000123472	H0YEW4
ENSG00000123472	I3L448
ENSG00000123472	Q5TC12
ENSG00000123485	C9JWC4
ENSG00000123485	F8WCV1
ENSG00000123485	H7C0I6
ENSG00000123485	H7C3V8
ENSG00000123485	Q8NCD3
ENSG00000123496	Q14627
ENSG00000123505	B4DZ60
ENSG00000123505	F6R5I9
ENSG00000123505	P17707
ENSG00000123505	Q5VXN5
ENSG00000123545	Q9P032
ENSG00000123552	D6RBV3
ENSG00000123552	D6RC01
ENSG00000123552	D6RE98
ENSG00000123552	E2QRF0
ENSG00000123552	H0Y8J5
ENSG00000123552	H0Y8Q0
ENSG00000123552	H0Y986
ENSG00000123552	H0YA21
ENSG00000123552	Q70EL2
ENSG00000123562	A0A0A0MT59
ENSG00000123562	Q15014
ENSG00000123562	Q5JXX1
ENSG00000123562	Q5JXX2
ENSG00000123562	Q5JXX6
ENSG00000123575	Q6PEV8
ENSG00000123594	A0A087WVE5
ENSG00000123594	Q9H3M9
ENSG00000123595	P51151
ENSG00000123607	H9KV93
ENSG00000123607	Q7Z4L5
ENSG00000123609	C9JW17
ENSG00000123609	Q13287
ENSG00000123610	P98066
ENSG00000123612	Q8NER5
ENSG00000123684	Q92604
ENSG00000123737	D6R905
ENSG00000123737	D6RA17
ENSG00000123737	D6RAP4
ENSG00000123737	D6RIY6
ENSG00000123737	H0Y9L5
ENSG00000123737	Q06265
ENSG00000123815	A0A0G2JLJ7
ENSG00000123815	M0QZZ2
ENSG00000123815	M0R001
ENSG00000123815	M0R011
ENSG00000123815	M0R0F4
ENSG00000123815	M0R0L2
ENSG00000123815	M0R2F4
ENSG00000123815	M0R307
ENSG00000123815	M0R340
ENSG00000123815	M0R362
ENSG00000123815	M0R3F7
ENSG00000123815	Q96D53
ENSG00000123836	A0A087X278
ENSG00000123836	A0A087X2H4
ENSG00000123836	F6RAZ1
ENSG00000123836	F6XNB3
ENSG00000123836	O60825
ENSG00000123843	P20851
ENSG00000123843	Q5VVQ7
ENSG00000123933	D6RGV1
ENSG00000123933	H0Y8Z5
ENSG00000123933	Q14582
ENSG00000123989	F8W6H2
ENSG00000123989	Q8IZ52
ENSG00000123992	B9ZVU2
ENSG00000123992	C9J1E2
ENSG00000123992	C9JBE1
ENSG00000123992	C9JRG3
ENSG00000123992	E3W974
ENSG00000123992	E3W979
ENSG00000123992	E5RHR3
ENSG00000123992	E5RJ35
ENSG00000123992	E7EMB6
ENSG00000123992	E7EPX3
ENSG00000123992	E7ETB3
ENSG00000123992	F8WAN0
ENSG00000123992	Q9ULA0
ENSG00000124006	A6NN50
ENSG00000124006	A8MSZ8
ENSG00000124006	H0Y684
ENSG00000124006	O75147
ENSG00000124006	S4R463
ENSG00000124067	I3L1N8
ENSG00000124067	I3L4N6
ENSG00000124067	J3QKM4
ENSG00000124067	J3QRE2
ENSG00000124067	J3QSF2
ENSG00000124067	Q9UP95
ENSG00000124074	A0A087X0D0
ENSG00000124074	Q9H0I2
ENSG00000124074	R4GN60
ENSG00000124098	H0Y456
ENSG00000124098	Q96KR6
ENSG00000124102	P19957
ENSG00000124104	Q05DJ0
ENSG00000124104	Q5JZH3
ENSG00000124104	Q5JZH4
ENSG00000124104	Q969T3
ENSG00000124126	A0A087WY11
ENSG00000124126	H0YDZ4
ENSG00000124126	Q8TCU6
ENSG00000124143	H0Y397
ENSG00000124143	H0Y7S1
ENSG00000124143	H7BXE0
ENSG00000124143	Q5TG30
ENSG00000124145	P31431
ENSG00000124151	Q9Y6Q9
ENSG00000124160	Q5JY17
ENSG00000124160	Q9HCD5
ENSG00000124164	E5RK64
ENSG00000124164	O95292
ENSG00000124171	Q9BYG5
ENSG00000124177	A0A075B6P4
ENSG00000124177	C9JFU2
ENSG00000124177	H7C294
ENSG00000124177	Q8TD26
ENSG00000124181	A0A0D9SEK2
ENSG00000124181	M0QX77
ENSG00000124181	P19174
ENSG00000124181	V9GY63
ENSG00000124181	V9GY71
ENSG00000124181	V9GYH5
ENSG00000124191	Q5JYD4
ENSG00000124191	Q96NM4
ENSG00000124193	Q13247
ENSG00000124198	Q9Y6D5
ENSG00000124201	Q5JXR5
ENSG00000124201	Q5JXR6
ENSG00000124201	Q5JXR7
ENSG00000124201	Q9P2E3
ENSG00000124207	P55060
ENSG00000124209	Q9UL26
ENSG00000124216	O95863
ENSG00000124222	B7ZBM4
ENSG00000124222	B7ZBM5
ENSG00000124222	B7ZBM8
ENSG00000124222	C9K0W8
ENSG00000124222	E9PLV7
ENSG00000124222	E9PND6
ENSG00000124222	F8W9Z6
ENSG00000124222	H0YEW0
ENSG00000124222	O14662
ENSG00000124222	Q96NX8
ENSG00000124226	A0A096LNN8
ENSG00000124226	A0A096LNT1
ENSG00000124226	A0A096LNV3
ENSG00000124226	A0A096LP02
ENSG00000124226	A0A096LPF9
ENSG00000124226	Q9Y508
ENSG00000124228	A0A087WYH5
ENSG00000124228	A0A087X059
ENSG00000124228	B7Z6D5
ENSG00000124228	Q96GQ7
ENSG00000124243	A0A0C4DGS6
ENSG00000124243	A0A0C4DH49
ENSG00000124243	H7C4Y8
ENSG00000124243	Q8TDM0
ENSG00000124275	D6RAY3
ENSG00000124275	D6RAZ2
ENSG00000124275	D6RF21
ENSG00000124275	D6RGC7
ENSG00000124275	D6RIS8
ENSG00000124275	H0Y8S9
ENSG00000124275	H0Y963
ENSG00000124275	H0Y9D5
ENSG00000124275	H0Y9Q0
ENSG00000124275	Q9UBK8
ENSG00000124313	Q5JU85
ENSG00000124333	E5RH06
ENSG00000124333	P51809
ENSG00000124356	C9JEK5
ENSG00000124356	C9JK83
ENSG00000124356	C9JZ93
ENSG00000124356	F5H5B9
ENSG00000124356	O95630
ENSG00000124357	C9JEV6
ENSG00000124357	C9JMR7
ENSG00000124357	E9PPU6
ENSG00000124357	H0YC94
ENSG00000124357	H0YE82
ENSG00000124357	H0YEB7
ENSG00000124357	H0YF44
ENSG00000124357	H7C1L7
ENSG00000124357	H7C286
ENSG00000124357	H7C3G9
ENSG00000124357	Q9UJ70
ENSG00000124370	F5GZ54
ENSG00000124370	H7BZS7
ENSG00000124370	Q96PE7
ENSG00000124374	Q9ULR5
ENSG00000124380	B8ZZ98
ENSG00000124380	H0YBW5
ENSG00000124380	Q8WVK2
ENSG00000124383	O00566
ENSG00000124383	U3KQ48
ENSG00000124422	J3QRV6
ENSG00000124422	J3QS30
ENSG00000124422	K7ERX6
ENSG00000124422	K7ESK0
ENSG00000124422	Q9UPT9
ENSG00000124444	Q9H609
ENSG00000124486	H7C5R3
ENSG00000124486	Q93008
ENSG00000124491	A6PVK5
ENSG00000124491	H0Y4W5
ENSG00000124491	H0Y796
ENSG00000124491	P00488
ENSG00000124491	Q9NQP5
ENSG00000124496	Q05GC8
ENSG00000124496	Q96PN7
ENSG00000124508	C9IY66
ENSG00000124508	C9IZY2
ENSG00000124508	C9J8J5
ENSG00000124508	C9J8R3
ENSG00000124508	C9JAJ6
ENSG00000124508	C9JWH2
ENSG00000124508	F8WC65
ENSG00000124508	H7C4E8
ENSG00000124508	Q8WVV5
ENSG00000124523	Q7Z3A0
ENSG00000124523	Q9NXA8
ENSG00000124523	U3KQT8
ENSG00000124535	Q96S55
ENSG00000124541	Q96EU6
ENSG00000124541	U3KPZ9
ENSG00000124562	A0A0A0MRR7
ENSG00000124562	P09234
ENSG00000124562	Q5TAL2
ENSG00000124570	A0A024QZX5
ENSG00000124570	A0A087X1N8
ENSG00000124570	P35237
ENSG00000124571	E2QRM3
ENSG00000124571	H0Y3Q8
ENSG00000124571	H0Y3W3
ENSG00000124571	H0Y9I3
ENSG00000124571	H0YA57
ENSG00000124571	Q9HAV4
ENSG00000124587	Q13608
ENSG00000124588	A2A2U4
ENSG00000124588	P16083
ENSG00000124588	Q5TD05
ENSG00000124588	Q5TD07
ENSG00000124588	U3KQG7
ENSG00000124593	F8WDY8
ENSG00000124593	Q2TBC4
ENSG00000124596	C9IZY1
ENSG00000124596	C9J5P1
ENSG00000124596	C9JA90
ENSG00000124596	C9JNE2
ENSG00000124596	C9JXC3
ENSG00000124596	H7C5Q1
ENSG00000124596	Q9Y530
ENSG00000124602	Q8IV45
ENSG00000124608	Q5JTZ9
ENSG00000124614	F6U211
ENSG00000124614	P46783
ENSG00000124641	A0A087X1F4
ENSG00000124641	A6PVP4
ENSG00000124641	B7ZBQ1
ENSG00000124641	B7ZBQ3
ENSG00000124641	Q9H944
ENSG00000124659	Q15814
ENSG00000124664	O95238
ENSG00000124688	Q15013
ENSG00000124702	E7ERR0
ENSG00000124702	F8W6A4
ENSG00000124702	Q9BQ90
ENSG00000124713	Q14749
ENSG00000124733	Q16626
ENSG00000124749	A6PVD9
ENSG00000124749	F5GZK2
ENSG00000124749	H0Y4C9
ENSG00000124749	H0YDH6
ENSG00000124749	Q96P44
ENSG00000124762	P38936
ENSG00000124766	Q06945
ENSG00000124767	Q04760
ENSG00000124772	A0A0J9YWA1
ENSG00000124772	A0A0J9YWU8
ENSG00000124772	Q9HCH3
ENSG00000124782	A0A087X055
ENSG00000124782	C9JE09
ENSG00000124782	C9JPJ6
ENSG00000124782	C9JU34
ENSG00000124782	Q92766
ENSG00000124783	C9IZQ1
ENSG00000124783	C9J3L8
ENSG00000124783	C9J5W0
ENSG00000124783	C9JBX5
ENSG00000124783	C9JY01
ENSG00000124783	E9PAL7
ENSG00000124783	P43307
ENSG00000124784	E9PFQ8
ENSG00000124784	Q9BRS2
ENSG00000124786	Q9H1N7
ENSG00000124787	A0A087X1N3
ENSG00000124787	F8WC38
ENSG00000124787	O75818
ENSG00000124787	X6RLL4
ENSG00000124788	P54253
ENSG00000124789	P49790
ENSG00000124795	B4DFG0
ENSG00000124795	D6R9L5
ENSG00000124795	D6RDA2
ENSG00000124795	H0Y8X0
ENSG00000124795	H0Y993
ENSG00000124795	P35659
ENSG00000124813	A0A0D9SEN7
ENSG00000124813	I3L0L0
ENSG00000124813	I3L354
ENSG00000124813	I3L4L9
ENSG00000124813	Q13950
ENSG00000124831	C9JTC6
ENSG00000124831	Q32MZ4
ENSG00000124882	O14944
ENSG00000124920	B4DHB2
ENSG00000124920	Q9Y2G1
ENSG00000124942	E9PJC6
ENSG00000124942	E9PJZ0
ENSG00000124942	E9PKR9
ENSG00000124942	E9PLK4
ENSG00000124942	E9PQE3
ENSG00000124942	Q09666
ENSG00000125037	C9JLM9
ENSG00000125037	Q9P0I2
ENSG00000125037	S4R3U9
ENSG00000125089	D6RC98
ENSG00000125089	D6REB6
ENSG00000125089	D6RI07
ENSG00000125089	E7EQR1
ENSG00000125089	H0Y9A4
ENSG00000125089	H0YA34
ENSG00000125089	H0YAJ7
ENSG00000125089	Q6NVH2
ENSG00000125089	Q8TE82
ENSG00000125089	U3KQ04
ENSG00000125107	A5YKK6
ENSG00000125107	B5MDN3
ENSG00000125107	H3BMH0
ENSG00000125107	H3BMZ2
ENSG00000125107	H3BNB1
ENSG00000125107	H3BPF1
ENSG00000125107	H3BR89
ENSG00000125107	H3BT18
ENSG00000125107	H3BTH2
ENSG00000125107	H3BU44
ENSG00000125107	H3BVC9
ENSG00000125122	C9JPW1
ENSG00000125122	C9JSY0
ENSG00000125122	C9K0K3
ENSG00000125122	Q8WV35
ENSG00000125149	H3BRA5
ENSG00000125149	H3BS58
ENSG00000125149	H3BSG0
ENSG00000125149	J3QRI8
ENSG00000125149	Q9BSU1
ENSG00000125170	A0A0K0K1F8
ENSG00000125170	H3BN90
ENSG00000125170	H3BPY9
ENSG00000125170	H3BQ19
ENSG00000125170	H3BS85
ENSG00000125170	H3BSK0
ENSG00000125170	H3BST9
ENSG00000125170	H3BTI4
ENSG00000125170	H3BTI7
ENSG00000125170	H3BTK2
ENSG00000125170	H3BV67
ENSG00000125170	H3BVB4
ENSG00000125170	Q8TEW6
ENSG00000125246	Q5JVB9
ENSG00000125246	Q5JVC0
ENSG00000125246	Q5JVC1
ENSG00000125246	Q5JVC2
ENSG00000125246	Q8N0X4
ENSG00000125247	C9K0R2
ENSG00000125247	H7C095
ENSG00000125247	Q5T4D3
ENSG00000125247	X6RF05
ENSG00000125257	O15439
ENSG00000125266	P52799
ENSG00000125319	Q8N3J3
ENSG00000125347	C9J9C5
ENSG00000125347	C9JD95
ENSG00000125347	F8WCM1
ENSG00000125347	P10914
ENSG00000125347	R4GNI0
ENSG00000125347	V9P921
ENSG00000125351	A0A087WYC8
ENSG00000125351	Q9BZI7
ENSG00000125355	E5RFR0
ENSG00000125355	Q5JRV8
ENSG00000125375	G3V446
ENSG00000125375	Q8WXQ4
ENSG00000125375	Q99766
ENSG00000125386	D6R990
ENSG00000125386	D6RFZ4
ENSG00000125386	E7EUR8
ENSG00000125386	P78312
ENSG00000125388	D6REW5
ENSG00000125388	P32298
ENSG00000125398	P48436
ENSG00000125445	J3KSI8
ENSG00000125445	J3KSV8
ENSG00000125445	J3QKW2
ENSG00000125445	J3QLS3
ENSG00000125445	J3QQS1
ENSG00000125445	Q9Y2R9
ENSG00000125449	J3KST7
ENSG00000125449	J3KTE5
ENSG00000125449	Q9H6L4
ENSG00000125457	A9UHW6
ENSG00000125457	J3KSB8
ENSG00000125457	J3KSU6
ENSG00000125457	J3QKW3
ENSG00000125457	J3QLD1
ENSG00000125457	J3QLJ5
ENSG00000125457	J3QLN4
ENSG00000125457	J3QRZ6
ENSG00000125458	J3KRC4
ENSG00000125458	J3KSF0
ENSG00000125458	J3KSX6
ENSG00000125458	J3KSY6
ENSG00000125458	J3QQX8
ENSG00000125458	Q8TCD5
ENSG00000125459	Q9BUK6
ENSG00000125459	V9GYF2
ENSG00000125482	A0A087WY09
ENSG00000125482	Q15361
ENSG00000125485	F8WAJ0
ENSG00000125485	Q9H8H2
ENSG00000125520	Q9NR83
ENSG00000125534	Q9H3Y8
ENSG00000125534	X6R7I6
ENSG00000125571	Q9NZH6
ENSG00000125611	F8WC14
ENSG00000125611	Q9BSY4
ENSG00000125618	G3V3F3
ENSG00000125618	H0YJD1
ENSG00000125618	H0YJZ5
ENSG00000125618	Q06710
ENSG00000125630	C9JJG2
ENSG00000125630	C9JS83
ENSG00000125630	F8WAK7
ENSG00000125630	F8WBB9
ENSG00000125630	F8WCS3
ENSG00000125630	F8WDS4
ENSG00000125630	H7C0D9
ENSG00000125630	Q9H9Y6
ENSG00000125651	M0QXD6
ENSG00000125651	M0R0R9
ENSG00000125651	M0R0Z3
ENSG00000125651	P35269
ENSG00000125656	M0QXE9
ENSG00000125656	M0QYV5
ENSG00000125656	M0R208
ENSG00000125656	Q16740
ENSG00000125676	A0A0C4DG98
ENSG00000125676	B7ZB98
ENSG00000125676	B7ZBA0
ENSG00000125676	F2Z2V2
ENSG00000125676	H0Y594
ENSG00000125676	H0Y7U4
ENSG00000125676	H0Y815
ENSG00000125676	H7C477
ENSG00000125676	Q8NI27
ENSG00000125686	J3KSD7
ENSG00000125686	J3QKZ7
ENSG00000125686	Q15648
ENSG00000125691	B9ZVP7
ENSG00000125691	C9JD32
ENSG00000125691	J3KT29
ENSG00000125691	J3KTJ3
ENSG00000125691	J3QQT9
ENSG00000125691	P62829
ENSG00000125703	A6NGQ4
ENSG00000125703	C9JC51
ENSG00000125703	H7BZW5
ENSG00000125703	Q96DT6
ENSG00000125730	M0QXZ3
ENSG00000125730	M0QYC8
ENSG00000125730	M0R0Q9
ENSG00000125730	M0R1Q1
ENSG00000125730	P01024
ENSG00000125733	M0R070
ENSG00000125733	M0R0F9
ENSG00000125733	M0R2H7
ENSG00000125733	Q15642
ENSG00000125733	W4VSQ9
ENSG00000125734	G5E9L6
ENSG00000125734	M0QYF6
ENSG00000125734	M0QZ03
ENSG00000125734	M0QZW9
ENSG00000125734	M0QZY1
ENSG00000125734	M0R1G1
ENSG00000125734	M0R1Q3
ENSG00000125734	M0R2E1
ENSG00000125734	M0R3H4
ENSG00000125734	Q9NPR9
ENSG00000125741	B4DK77
ENSG00000125741	Q9H6K4
ENSG00000125743	K7EJB5
ENSG00000125743	K7ERG4
ENSG00000125743	P62316
ENSG00000125744	K7EMR7
ENSG00000125744	O75298
ENSG00000125744	Q7RTN0
ENSG00000125744	Q96CG9
ENSG00000125746	A0A0C4DGQ7
ENSG00000125746	C9JRL6
ENSG00000125746	K7EII6
ENSG00000125746	K7EIK7
ENSG00000125746	K7EIM1
ENSG00000125746	K7EIZ0
ENSG00000125746	K7EJV6
ENSG00000125746	K7EKG3
ENSG00000125746	K7EKU5
ENSG00000125746	K7EL23
ENSG00000125746	K7ELB2
ENSG00000125746	K7ELI8
ENSG00000125746	K7EQR0
ENSG00000125746	K7ERR2
ENSG00000125746	K7ERR9
ENSG00000125746	K7ERY9
ENSG00000125746	K7ESL7
ENSG00000125746	O95834
ENSG00000125753	K7EIG8
ENSG00000125753	K7EM16
ENSG00000125753	K7ENL7
ENSG00000125753	K7ENR7
ENSG00000125753	K7EQD0
ENSG00000125753	P50552
ENSG00000125755	A0A087WUE9
ENSG00000125755	M0QXP5
ENSG00000125755	M0R033
ENSG00000125755	M0R039
ENSG00000125755	M0R180
ENSG00000125755	M0R1C2
ENSG00000125755	M0R3C7
ENSG00000125755	Q92797
ENSG00000125772	A0A0J9YVP8
ENSG00000125772	A0A0J9YY12
ENSG00000125772	H0Y565
ENSG00000125772	Q9NPB8
ENSG00000125812	Q5JXG1
